video,cow_id,score,frames,duration,source_video,sha256,frame_gaps
202,46,1,121,4.0,0709131732_rgb,9476026b5df2dd221ddbba8ce51932e32aa4aa5048c5828967f0a5ab1c860b80,0
203,77,2,132,4.366666666666667,0709132318_rgb,6c21958badcd9c7a86700f6dbe0cbd84b2cbdbf471e4ef3f8e5e05442484b0ba,0
204,27,1,125,4.133333333333333,0709135633_rgb,ea127124cbfbb5fbfcf789a28ef712cb612e1334c69de1ab0c59cac79b74def8,0
205,95,1,112,3.7,0709140400_rgb,62d8b096a3373ec45b0be87bbfc785f8d6d8acef960ba4e4fe236e6155767628,0
206,42,1,131,4.333333333333334,0711094615_rgb,257b00f71a0038606e0ab89dbfb3f39c1076fa0a1855c864c1e34de704597249,0
207,3,3,154,5.1,0711095942_rgb,6adf5ad81af2ec646963b6c1a98df592541e2b1a8c5bb4b6c0d849fcadf64270,0
208,79,2,178,5.9,0711100012_rgb,693b1bdf31a420bd6e41ad08442b4d9909501ebcaa24f0e6e20ebc7a86a59d4a,0
209,64,1,99,3.266666666666666,0711100354_rgb,91c6aa976f692d0327736a47c8a7f270e12f58f807b37bd628af3aabbb5a0918,0
210,20,2,139,4.6,0711100434_rgb,bcf1f587a53863f53142ccebb0f722497d3cf27f98714c3495be4e2dbc30901d,0
211,87,1,139,4.6,0711102356_rgb,d9d834d73de81b49a5692431c7a16635f4fd8a30d72ab5bc7fe17bb4b7aa2f47,0
212,12,1,148,4.9,0711103031_rgb,c8948986fce2c5d8b0d0768fd8b3bb15ae15fdb232cfe3cee4a39e5772539763,0
213,44,2,134,4.433333333333334,0711103130_rgb,dda25e851d391314e3d55675893cc0230d0802619f494791aea1cfca5b3bdda8,0
214,92,1,136,4.5,0711103254_rgb,9246c94548ff42506862d9d8a7648ef4e49a402eecc18b326941fcd0dc033bb5,0
215,50,1,160,5.3,0711103911_rgb,85ce07078503e8cbb8c18254a5b6cd059c077e37383395a85ba96c92f2164e0f,0
216,36,2,152,5.033333333333333,0711103956_rgb,be831d1ad4945f67797402afe12d8d245d847269726d874d901a9d4ee153fc0a,0
217,76,4,165,5.466666666666667,0711104955_rgb,b6a9a591a259778de3a1aa4fee060a83e9e077e6cc79f627fb7faf91c1cde3ca,0
218,56,3,169,5.6,0711110835_rgb,d7694ec6a9b3fa3e7dec168469146512c1e6a754c92f3b8a464a9c6fc3b0f2a4,0
219,73,2,129,4.2666666666666675,0711113650_rgb,d9cc38c5af8035e27d7883ef594f28e0b14ca5647c1d14b190f9d18a8c62af84,0
220,88,1,107,3.533333333333333,0711114307_rgb,e79ee90e28ae17a325354b4e6683fa91560a771385946ab2b25fa456ba8b9ace,0
221,72,2,156,5.166666666666667,0711114327_rgb,d7b096e9ce39523e92b052e520bd46cc86819a5b3794dd7ff1ce40f69e5f4880,0
222,52,1,128,4.233333333333333,0711124538_rgb,7ebadfea64833de2bf8a591aff694cb0758f2aa102fa005251d6e7c418618936,0
223,38,1,114,3.7666666666666666,0711124945_rgb,d04e36ada4057c84bd114ed86c0dfc55f744db91d4c81a483114e8e7c015d810,0
224,59,4,163,5.4,0711131338_rgb,cf9833165eaee70f4fd563f43102b2c2c53dd348274e38573a9e947886ae458b,0
225,67,1,122,4.033333333333333,0711131800_rgb,fea04321d06e106112ff326c3f10f16c829079bcbee17513df01cb4b3b562bee,0
226,41,2,106,3.5,0711132116_rgb,8520095f79fb973199a9d780abf6ff5e656de051b7a259e69150b212125abd5f,0
227,78,1,119,3.9333333333333336,0711133036_rgb,851c2ee52e65b788f336bf54d1b723c4b03ece08d9133a76c60ac24557d4f6c5,0
228,43,2,189,6.266666666666667,0711133308_rgb,1809e75d7e00aa20e52b04297599ae73f6864e69dd64203ed88759777df25121,0
229,51,1,138,4.566666666666666,0711140524_rgb,3aaafca2bf6225d88ed5800262948d5a21f16c0e121f974de22eb1930303988f,0
230,34,1,170,5.633333333333333,0711143814_rgb,775aa46206c43ba8ba259d0caaeeb72e61ceba36204fdb90795801918de59c13,0
231,11,1,141,4.666666666666667,0712091009_rgb,7f164d3a3af86885e704460923f6375612bdd3d00d14bfbbd52b5103d71c0013,0
232,74,3,207,6.866666666666666,0712091740_rgb,f0ea3e4ea30783c42ee51d11ece9bb8e30fac286b33e8354180defadcf4edc81,0
233,37,2,126,4.166666666666667,0712112331_rgb,d1cbdf28bbc11d1a03ce4f756cf0de1644be0174d2b277626ec98ccd315c3b7c,0
234,39,1,169,5.6,0712112841_rgb,f3d12239ae04766a66a2b34b02496a7082edc37be05079ceba282e4ac64c8eea,0
235,89,1,110,3.6333333333333337,0712113349_rgb,6c06fb7b67397137e967cc9bc07f2c6cfab939db9ac8a9cdd2cf2e1bbd17bfb0,0
236,44,1,177,5.866666666666666,0712113730_rgb,5853040eae181cf51000fb470d784db46f03f461173abcd480005972264148c0,0
237,18,1,134,4.433333333333334,0712122338_rgb,4e61dca0db6e5096df12be4b5868f1c104d0087135492e8c02476b60d14b4323,0
238,54,2,114,3.7666666666666666,0712122839_rgb,794989a2abdbb673af10060206954b14a061f53501fa0c69a1388e33772de17f,0
239,1,1,109,3.5999999999999996,0712131559_rgb,482cc0ed9a82120e78adba919ecc3431cf343c82c0cb6ddd99e3083021a20e8c,0
240,72,1,198,6.566666666666666,0712132349_rgb,3ef0fe4df5f0c57f5dcec62a41c9d1c67cd8997f3b282f6554be09da6dfff9e9,0
241,29,1,147,4.866666666666667,0712134231_rgb,26e4c09b394bc3a926b8e59ede2239eabb8f440404538f1e6a1a8d72ab2582b2,0
242,76,3,186,6.166666666666667,0712135333_rgb,ebe0fd47a730de9b4096cd6c9c3ac526956c3494ec2d062aae3e23ad1643e362,0
243,85,2,159,5.2666666666666675,0712140026_rgb,1aae0dbed688e936ca6ff2d751281077ff4074f3810776039d2a72de69561539,0
244,75,2,191,6.333333333333333,0712140238_rgb,3e43ced6d02acf468e96f0b5b83580594d61d201fc39d2cada86aad82f5d2a65,0
245,80,3,166,5.5,0713090101_rgb,5c612b9cff949c86293ad0600b544d8f8aba630eceb13b446b49382861e0c577,0
246,50,1,146,4.833333333333334,0713091842_rgb,2d397a185fc1225760abbd892aabb3f4b4a7c194f1cef56d6ab915f5de3ae802,0
247,88,1,111,3.666666666666667,0713091916_rgb,fb78a7797978a9a48b8a96a0b534a424245fd6539786d16c38f73364f9e925de,0
248,36,2,158,5.2333333333333325,0713092228_rgb,ec73f86efac16bf6f95558cf00f40db3c7834c5ef575ebeee5e5a454c9fb0391,0
249,17,2,186,6.166666666666667,0713093534_rgb,081d8b7c5b43a536b714f8de1458597eb2ea661ce4b19b41e56f8cdcf71ded11,0
250,15,3,166,5.5,0713094851_rgb,bacbf4a837e4380178df6f8244ac55ef8b386119f05116ced0b843c1fe4d264e,0
251,38,1,131,4.333333333333333,0713100121_rgb,c4acc33ecb9aaaee10c62a8e7661fe9069ab9d47960e3dc6bcce01dfeaa6a1c8,0
252,18,1,119,3.9333333333333336,0713101311_rgb,8fd18a47a4ca605d732f7e4682eaa1ac441ba3f23196f1b022d48ae332aa54c7,0
253,45,2,136,4.5,0713102335_rgb,b8ca1a52530d613a27ddf19fbb3072684c5f05f3ca6d2c9a06365887ca5a5d79,0
254,86,2,165,5.466666666666667,0713103037_rgb,4488c5fb5e71c19a27de236a8503ecf9c669db3ad7200839bab22df984cc9f62,0
255,97,1,155,5.133333333333333,0713104500_rgb,25096236ceeb96a3c064dad51c000957635cfc39aa31e5045c9a375ae9f2b48b,0
256,10,2,154,5.1,0713105220_rgb,fc4d6c51e854cfa4aed9d27d146146b32d4f48ba3f6e6b957b336f4f53e0eeae,0
257,83,2,134,4.433333333333334,0713110225_rgb,5cd8bd7131a69b292a4fea1dca1bd6278dadf1a3a5545442a43ce3d8e5bde24a,0
258,85,2,141,4.666666666666666,0713113535_rgb,8d3f065a37e16c15067bf41075d39115f25db2fe550c7270063c1c77a0674820,0
259,62,2,136,4.5,0713113551_rgb,1432380f85bf026b79cc6ac633d772250ae74fd3c9adccdb4d2c30893854ae9d,0
260,60,1,142,4.7,0713113748_rgb,b161aeb93540a4c4235d636088dd8abb15d053e0c4413b629726f05a7a4606ef,0
261,74,3,179,5.933333333333334,0713114612_rgb,02f74972aca8073d88c1e9240b37a18bff0ec53375956e1303dd3cc9624590b3,0
262,14,1,158,5.233333333333333,0713114930_rgb,d9af0add4ef4a7e177f38db20feb7f24354b4cecf2d75c340b96e6ec13bc8d4e,0
263,76,3,169,5.6000000000000005,0713122004_rgb,ac422e7afbf7c5f4ce20a601575e2937fa5fb89553e85e993eb9cbc0e58a36fa,0
264,31,1,119,3.9333333333333336,0713122046_rgb,60d363d8e2910ec51f6814758a4e570f0cd9104fcc7a7a51738b3da1d5543f7e,0
265,18,1,120,3.966666666666667,0713122238_rgb,27a4690f7f83bf42dae73068c85c81670c9507e5f3531eaa212eca5be873811d,0
266,88,1,106,3.5,0713122251_rgb,e2ad78056e957000f2a37677b348a9b46b3b623094f1f1e877cc500c44e3a658,0
267,98,2,141,4.666666666666666,0713123249_rgb,4e53414be94434320ef52b12120475ccdf25cda423ad4eaeafbaa260a31569e8,0
268,21,1,113,3.733333333333333,0713130516_rgb,6d1275e38011607c63023a3a18dea0d8152d4f8ea1dc4e6eb9f9e96c266624b6,0
269,44,1,122,4.033333333333333,0713131433_rgb,057c8e4ea3d46f227b1efb06103678d786821f2347f0e267a5ae5cf59c3d408e,0
270,49,1,113,3.733333333333333,0713131738_rgb,29d5abd3c986d17bf006acf4b2e6bfb5e00bd1f54505172133c22d9bf6c3376a,0
271,47,4,188,6.233333333333334,0713133433_rgb,66b87904a883f75e77157eda347260f61a0a006687ba013184df714bb6df7da4,0
272,33,2,195,6.466666666666667,0713135030_rgb,d8a756e0f4624c3f9268c998119a889875292adc8ce818286a0a437a4c27f430,0
